message,genre,related
new used clothing new toiletry bottled water,direct,1
power strip toiletry toilet paper,direct,1
canned fresh food apple veggie diaper clothing baby supply hygiene product toy,direct,1
general hand tool drill saw etc,direct,1
veteran tool circular saw drill jigsaw drill bitsscrewdriver head etc nothing time energy help whatever might needed even buy foodcoffee bring greenpoint brooklyn car bike also see chartering car service thank,direct,1
non perishable food baby supply hygiene product,direct,1
canned soup mac n cheese box etc,direct,1
canned food tshirts plus limited clothing,direct,1
water battery bread people bought due sandy battery around,direct,1
live near pharmacy collect prescription overthecounter med needed,direct,1
particularly concerned senior stuck apartment upper floor willing able carry supply many flight stair get red hook easily bike bus also able cook serve mealswash dish sweep debris whatever needed,direct,1
water plastic cup plate blanket,direct,1
peanut butter jelly sandwich,direct,1
happy donate food needed item help cleanup keep people company etc,direct,1
20 box large baby supply toiletry canned food,direct,1
happy serve food help taking food people cant get,direct,1
3 box baby clothes month month size bottle nipple etc bottle sterilizer wipe warmer bouncy seat breastfeeding pillow boppies bumbo chair mobile assorted baby item,direct,0
giving water coat blanket,direct,1
help clean street house prepare deliver food push broom rake anything needed heavy lifting,direct,1
want help clean bunch tool shovel ax basic hand tool rake etc,direct,1
baby supply hygiene product non perishable food,direct,1
provide hot meal nonperishable food baby supply please let know need,direct,1
food handler license yr restaurant experience friendly patient clean lift decent amount weight,direct,0
battery cleaning supply razor cough drop wet wipe diaper coat kid toy,direct,1
prepared hot meal teenager le community help superintendent porter service laundry service,direct,0
need truck load water drinking able start disinfecting home breezy point cleaning service begin since water breezy point,direct,1
run workercoop grocery store providence live help bring fresh vegetable also order essentially natural food need large bag grain nut etc bulk peanut butter coffee bean whole ground really anything could give u list deliver begun collecting donation register anticipate ready receive gift providence please give call time arrange also may able bring premade sandwichwraps heck even luxury like wine bring let u know need best luck blessing,direct,1
psychological service phd psychology lead game kid donate food,direct,1
clothes blanket winter coat food home goids,direct,1
food clothing cleaning supply hygiene donation ill staten island today sat nov th,direct,1
really need generator people want able plug phone office would helpful others connected right need make flier information pas people wouldnt able make copy office people also want make phone call open phone line electricity,direct,1
nonperishable food baby blanket baby wipe canned formula,direct,1
would like provide tray lasagna drop,direct,0
lot pet suppliesfooda crate also friend would like come help well,direct,1
nonperishable food hygiene product,direct,1
director human resource max brenner chocolate bald man union square would like organize group employee come one affected area bring needed supply hot chocolate warm cooky brighten people experiencing difficult time due sandy please let know think could appropriate given serious circumstance people,direct,1
jacket sock hat glove water home depot card candle,direct,1
canned food blanket hygiene stuff paper towel toilet paper toothbrush toothpaste,direct,1
happy deliver food help way work administrative assistant nonprofit help coordinate effort well,direct,1
happy help foodwater collection distribution available weekend,direct,1
clean sorted winter clothing men woman girl additional supply include flashlight battery winter footwear,direct,1
run non profit good organizer need available weekend live near red hook also husband electrician son strong teenager need grunt work,direct,0
happy bring whatever supply needed time toiletry medicine cleaning supply etc please let know,direct,1
give clothing non perishable hygeine product,direct,1
help gathering item needed clothes food jacket etc delivering locatons need,direct,1
extra clothing food hoousehold item etc willing come help bring handful people assist,direct,1
donate nonperishable food clothing coat tool baby supply toy hygiene product sure getting lot request drop supply needed live park slope far red hook,direct,1
also twin stroller infant car seat one need blanket food adult diaper size large kid toy woman clothing,direct,1
single use baby bottle nipple hospital well baby formula also men woman clothing,direct,1
help take care child pet anyone need hand food etc,direct,1
cleaning supply battery pen paper plastic fork knife spoon paper towel clothing face mask g,direct,1
looking donation feminine hygiene toothpaste deodorant consistent request baby wipe,direct,1
hard worker bring tool hoping drop cleaning supply personal hygiene item saturday,direct,1
woman clothes baby clothes canned good please tell drop live manhattan dropoff location would great since car,direct,1
large group church ready donate money clothes food necessary thing weekend,direct,1
creating donation drive collect whatever need clothing nonperishable baby supply hygiene product toy,direct,1
cereal cracker nacho chip available,direct,0
wand donate jacket hot meal nonperishable food towel bed sheet,direct,1
help deliver food senior trapped home speak mandarin cantonese,direct,1
two blanket two set sheet two slightly worn pair men sneaker battery clothing item fabric item used,direct,1
baby girl clothes size month baby wash burp cloth formula diaper body wash soap shampoo canned good,direct,1
little girl bicycle pink age little boy bicycle car theme age,direct,0
want give nonperishable food baby supply hygiene product,direct,1
need nonperishable food diaper tarp supply,direct,1
donation clothes food etc,direct,1
could prepare hot cold meal transport anywhere brooklyn,direct,1
want bring new clothes toy canned food even shipped next week,direct,1
foster small dog kitten donate dog food bathegroom smallmedium sized dog apartment,direct,1
bring bunch canned food blanket kind toiletry people paper towel toilet paper toothpaste toothbrushed etc,direct,1
gallon drinking water donate,direct,1
group orange county california family want provide help support need would like hold donation drive clothing food school supply needed looking shipping item need know sent please let u know help mile away,direct,1
great deal clothing summer winter well small amount toiletry small amount nonperishable food,direct,1
help distribution food water also debris cleanup,direct,1
spoke greatest need food clothing lost everything entered database,direct,1
happy cook hot meal family need well donate nonperishable food bedding clothing hygiene product,direct,1
coat scarf beany glove candle cleaning supply blanket rice canned soup,direct,1
delivering supply help serving food,direct,1
baby blanket diaper formula warm baby clothes adult shoe fullsize blanket water bottle located th broadway astoria,direct,1
3 tray hot food lunch tomorrow friday,direct,1
collecting donation area drop item week including nonperishables baby supply hygiene product cleaning supply planning dropping item sorted shelter listed site let know better location drop item,direct,1
bring clothing food money helpful,direct,1
paper towel candle lightly used board game trivia pursuit power strip,direct,1
diaper toiletry child sock heavy duty trashbags child tylenol paper towel bleach,direct,1
clothes shoe baby clothes soap baby swing walker,direct,1
tell need bring x4 clothing hygiene tool supply baby toy blanket pillow sheet home good first aid etc,direct,1
would like send warm clothes blanket pet food hygiene product toy etc whatever find use someone need need address ship item thank,direct,1
cook bake like grandma,direct,0
misc clothes nonperishable food hygiene product cleaning supply coat warm shirt jean hat scarf glove warm sock blanket,direct,1
clothes coat canned food baked good,direct,1
dont really equipment happy help also cook rice meat dog cat whatever food needed necessary bring,direct,1
drinking coworker screw sandy day many booze alot happy maybe,direct,1
bike help clean bring food location help prepare food good delivery deliver stuff attach larger unit bike also help walk feed animal,direct,1
sort distribute item collect item bring food clothes folk,direct,1
donate diaper wipe bottle spoon nonperishable food live state red hook resident yr mailing address send item,direct,1
th grade teacher california class would like gather supply want make sure go someplace need gather blanket beany scarf glove hygiene product anyone interested flashlight battery well school supply also possibility get shipped asap long contact information let u know want contribute,direct,1
help distribute food hurricane sandy victim petrides center,direct,1
food dog supply dog crate hygiene product,direct,1
storm gone turn light foo,direct,1
happy help food distribution food kitchen example,direct,1
experience public school teacher teaching artist comfortable public speaking intermediate spanish language skill distribute food information,direct,1
number item donate kid wanted donate gently used toy board book puzzle toddler kitchen fisher price great condition number pan utensil also towel sheet good condition men shoe size bag kid clothes dried soup mix,direct,1
shelter food kitchen need general assistance serving people help good listener,direct,1
item needed food hygiene product pillowsblankets please tell needed also make hot meal bring dinner,direct,1
email project backpack incorrect boowag74 thank posting charity received donation listing great job,direct,1
bottled water personal item,direct,1
donate water towel clothing please let know bring,direct,1
small mass clothing nonperishable food personal hygiene item etc would like donate,direct,1
food prepservice delivering food supply car helping people fill form,direct,1
guy two generator,direct,0
starting collection seacoast nh willing bring item collecting nonperishable food clothing blanket hygiene product home good please let know needed coming next week thank,direct,1
work group nyu student want prep sandwich meal donate,direct,1
would love give clothing canned food,direct,1
speak dutch hebrew though dont know useful cant heavy physical labor due medical problem would happy help distributing food anything similar also though ordained rabbi training hospital chaplain could provide psychospiritual support needed,direct,1
deliverhand water etc people affected hurricane dont car,direct,1
collecting food clothing friend plan drop sometime today oclock today,direct,1
makeorganize food donation,direct,1
flashlight battery also coat hoodie could donate,direct,1
donate basic supply flashlight battery clothes etc,direct,1
cooking serving food distributing good,direct,1
wife would like come massachusetts donate time food sunday bring grill cooking serving anything would helpful work stock tomorrow travel hope help let u know thanks,direct,1
donate hygiene product cleaning supply nonperisabhle hot meal toysrecreation program clothing etc,direct,1
please let know especially needed far clothing food concerned best collect thanks,direct,1
dont specific skill would love help way clean passing food etc please let know,direct,1
canned food veggie potato sauce,direct,1
school supply stapler tape dispenser push pin binder etc please let know bring item,direct,0
woman clothing child clothing shoe coat nonperishable food,direct,1
clothes movie book canned good cardboard box comforter,direct,1
assist handing supply water etc probably also help completing fema form snap food stamp benefit application replacement food snap application etc used work dept public welfare pa im pretty good paper work sort,direct,1
approximately can vegetable carrot green bean pea corn,direct,1
would love help deliver food gather food need willing help way possible able get city would love help,direct,1
help clean food service,direct,1
tomorrow bringing pot rice pot soup lasagne muffin hope work prepared thing tonight hopefully reheat location bring stock pot crock pot general kitchen supply prepared cook,direct,1
hand tool hammer nail screw screwdriver etc,direct,0
id like serve food organize donation,direct,1
cook hand food needed well,direct,1
driving around state terrible sandynj,direct,1
hurricane better actually happen im need serious time lmao,direct,1
cook distribute food clothing whatever car,direct,1
car deliver food clothing needed,direct,1
give food pack donation,direct,1
safe food baby formula severe food allergy celiac,direct,1
able willing help whether cleaning food delivery hand out etc,direct,1
van full water clothes blanket kitchen bathroom miscellaneous garbage bag glove,direct,0
clarify need detail need food location etc thanks,direct,1
help getting medication elderly child help move furniture help paint hammer lay tile,direct,1
3 large quilt baby clothes blanket supply feminine supply towel non perishable food,direct,1
hand supply food light clean nothing heavy,direct,1
man sweater jacket shirt size ml also nonperishable food uncooked rice give,direct,1
nonperishable food canned good especially baby supply sandy victim,direct,1
donate clothes help serve food clean foster pet,direct,1
help deliver foodresources door door,direct,1
food hander license help cook deliver meal clean kitchen help serve food would like help deliver food access elevator especially housing lower east side food kitchen etc,direct,1
help distribute supply food great organizing multitasking available day night,direct,1
help food needed,direct,1
training art conservation recovery damaged material working wmaterials damaged watermold,direct,1
clothes lot baby supply food money hygiene product,direct,1
clothing beverage baby supply non perishable food garbage bag,direct,1
power turned street fire power back,direct,1
pull ups size t5t pull ups several package ointment latex free glove,direct,1
clothing hot meal nonperishable toy hygiene product,direct,1
cooking provide food shelter internet light etc,direct,1
woman clothing donate jacket sweatshirt jean sweatpants undergarmentnew toiletry also willing bring hot meal family,direct,1
help make food sort clothes collect supply etc,direct,1
clothing nonperishable food hygiene product,direct,1
type hot catered meal needed,direct,0
purchase canned food bring surrounding neighborhood brooklyn heightscobble hill area,direct,1
cook prepare large amount food without difficulty,direct,1
battery flashlight needed rockaways saturday pm,direct,1
child toy clothing good condition also bring bottled water,direct,1
happy still power ipad ready phone next watching soa rest night sandy lonelymonday,direct,1
distribution water helping shelter temporary site,direct,1
serve food help visit place need clean build novice level,direct,0
non perishable food baby supply hygiene product clothing,direct,1
non perishable food clothes toy,direct,1
please donate soap shampoo toothbrush toothpaste bandaids pen envelope washcloth postage stamp laundry detergent,direct,1
boozyburbs lucky completely agree let idea bergencounty sandyrelief foodie scbd,direct,1
able bring supply red hook sunday tuesday distribute food etc clean sort donation,direct,1
adult clothing men woman warm jacket child clothing boy age baby girl sheet blanket pillow toy canned good,direct,1
cbsnewyork day hurricane power line still front house please help http tcoz0oqfzuw,direct,1
whole food union square open reprieve amazing hot chocolate sandy sandynyc,direct,1
love take collection anything needed clothes flashlight food etc tell needed drop mid week thank,direct,1
whole food popping yesterday people buying salmon lump crab storm lmbo,direct,1
food clothes sorting distribution,direct,1
baby formula x oz bottle similac sensitive ready made formula x lb x oz container similac sensitive powder formula,direct,1
want help delvier supply debris removal bring food clothing etc,direct,1
nonperishable food clothing hygiene product candle,direct,1
restaurant willing donate container prepared food soup sirecovers sihelp helpsi sandyvolunteer,direct,1
happy clean assist skilled worker like someone tree removal happy liftmove branch whatever needed trained cook prepare food sort food help organize delivery etc,direct,0
smart handy physically able food packaging food prep moving stuff swing hammer licensed experience,direct,0
help making packing food,direct,1
peanut butter jelly whole wheat bread tuna fish,direct,0
sculptor reasonably handy tool,direct,0
slack sweater top jacket shoe sheet towel dry canned food,direct,1
clothing nonperishable food hygiene product,direct,1
office u attorney office sdny collected massive amount clothing supply including around giant bag clothing everything jean shirt new sock undergarment mass warm winter coat mass baby product including diaper wipe baby clothing baby car seat shoe adult child nonperishable food cleaning product,direct,1
help prepare food grocery shop senior,direct,1
help clean cookprovide food,direct,1
willing help way nt car drive pack unload carry item help info preparing food etc,direct,1
brownbag meal delivered around pm4pm know location use take brownbags consist sandwich snack juice pb j turkey cheese veggie cheese,direct,1
food station food preparationserving sorting donation,direct,1
cook transport large quantity hot non perishable,direct,0
4 tray lasagna something else needed please let know would useful happy prepare,direct,1
food distribution cleaning,direct,1
need heat hot water pet food cleaning supply roof installation non persiable food information funding grant help recover storm,direct,1
soap shampoo dried grain oatmeal couscous etc,direct,0
ready clean work dispensing food good,direct,1
sandy landing asbury wildwood rip u,direct,1
sandy left light two day smh,direct,1
hurricane going hitting new york awesome,direct,1
ready eat foodpoptop tuna chicken shelf stable milk cereal bread juice peanut butter jelly,direct,0
clothes age brand new shoe boot baby item like diaper car seat high chair ect also hygine product like wipe toothbrush toothpaste ect also kid toy stuffed animal even bike also non perishable food blanket,direct,1
marathon would like help capacity nov cleanup meal preparation debris removal food service short term please let u know two u,direct,1
willing donate canned food nonperishable food andor hygiene product needed,direct,1
53 matchbook several flashlight battery lot woman clothing several kitchen towel person household located fort greene brooklyn already listed info staten island community nt know would receive posting well available deliver saturday nov,direct,1
willing give water supply etc,direct,1
need toddler clothes food nt fill form,direct,1
would happy distribute water food certified teacher would hope able entertain kid reading craft project,direct,1
would also willing knock door distribute foodwaterinformation,direct,1
gently used clothing like new coat non perishable food item hygiene item drop thursday friday thanks,direct,1
water bottle baby diaper size,direct,1
doesnt feel like halloween much devastation hurricanesandy,direct,1
need grocery storm legit need grocery,direct,1
prepare food serve bring people need,direct,1
offer food supply blanket etc,direct,1
help prepare food people need red hook nt car bike help bring good,direct,1
hope able provide transport able get gas today also cookdo food prep help,direct,1
please use drivingdelivering supply especially food food serving,direct,1
provide sandwich fruit food kid baby baby supply non perishable food hygiene product paper cupsplatesnapkins,direct,1
toiletry nonperishables cleaning product winter jacket scarf hat,direct,0
face building new york around th street completely came meaning see apt suite sandy nt kidding,direct,1
multiple bag men woman clothing food non perishable donate need know drop new jersey around home live downingtown pa,direct,1
working hurricane shelter city put money table taking,direct,1
would like donate clothing nonperishable food item baby item collect community also may available volunteer shelter thanksgiving weekend november physically big strong help way,direct,1
definitely ate emergency food hurricane sandy would never survive major disaster,direct,1
collected bottled water baby supply blanket jacket clothes cleaning supply hygiene product plan bringing saturday th,direct,1
men clothes woman clothes maternity clothes newborn baby girl clothes babyrelated supply food home good hygiene product please let u know help,direct,1
help administrative duty distributing food supply,direct,1
bring baby supply nonperishable food,direct,1
warm clothes scarf mitten nonperishable food relatively small quantity one garbage bag worth would like something help somewhere drop item,direct,1
pas food relief supply,direct,1
young fit willing help also provide hot food necessary car low gas hopefully get soon offer ridestransport supply speak italian also,direct,1
safe foodformula severe food allergy celiac,direct,0
probably come fairly large quantity pet suppliesif still needed cat dog food kitty litter birdfood pet toy,direct,1
also type food needed,direct,1
senior nursing student graduate december want help give basic medical care hand blanket name thanks,direct,1
want donate bunch nonperishable food,direct,1
donate bandaids advil wipe,direct,1
would like volunteer tomorrow saturday november th staten island serve food watch child translate spanish english husband lift heavy item help clean place please let u know use u,direct,1
passing food collecting food getting thing people need want help people need help see news fly los angeles need somewhere stationed working helping people asap,direct,1
need plumber check furnace hot water heater basement flooded,direct,1
one assistant pastor nypc looking mobilize college group help distribute medication friday evening,direct,1
jcc stamford collected lot cleaning supply victim storm looking area need help getting supply donation following item industrial hard bristle broom shovel rake contractor garbage bag work glove work boot mask latex glove bleach cleaning supply sponge paper towel clorox wipe baby wipe hand sanitizer flashlight lantern battery size well cash gift card please let u know community need item best get directly hand people community looking make delivery tomorrow friday thanks,direct,1
want set bbq grill serve food free hamburger hot dog etc set drive supply start bbqing,direct,1
donating new dorp beach time clothing hygiene product family please let know else may need please let know needed,direct,1
help food preparation unloading loading truck etc,direct,1
hurricane last week noreaster week maybe time move,direct,1
winter clothing hat scarf glove cleanup supply hygiene product nonperishable food,direct,1
go get food clothing hygiene product couple family,direct,1
local fame achieved hahaha local representative hurricane sandy right,direct,1
able cook provide food help shelter,direct,1
want donate men woman clothing nonperishable food please let know get,direct,1
clothing canned boxed food pillow case shampoo hair brush,direct,1
many item donate want help baby clothes diaper water hygiene product baby clothing child clothing jacket size woman clothing,direct,1
daughter would love donate time help need daughter teenager help food prep service child care pet care transportation let u know help,direct,1
multiple toothbrush minitoothpastes willing make hot food,direct,1
fraternity kappa alpha psi brooklynli alumnus chapter canned food drive would like donate good relief effort please let know drop organization,direct,1
bring hot meal andor supply cleaning personal hygiene etc,direct,1
hi hi cook hot veganveg meal deliver bike le folk get bushwick spare bedroom w double bed hot shower wifi etc nonsmoking2 cat,direct,1
need hygiene product deodorant soap dish detergent mop broom place wash clothes temporary shelter nonelectrical heater need clothing two teenage girl,direct,0
heard accepting prepared food happy cook bring food,direct,1
deliver meal water anything else needed car truck,direct,1
clothing adult toddler nonperishable food toy skincare lotion,direct,1
general household tool case bottled water,direct,0
camp friend family affected storm thought stay safe warm woodmont family,direct,1
clothing canned food hygiene product,direct,1
peanut butter jelly sandwich apple,direct,0
poland spring gallon jug water,direct,1
non perishable food cleaning supply clothes,direct,1
baby supply hygiene product water plastic utensil,direct,1
live maine coordinate foodblankets etc ever folk need arrange drop site specify please callemail let know need drop,direct,1
going gas situation new york day sandy impossible get gas,direct,1
canned fruit vegetable tuna fishsalmon peanut butterjelly pasta maple brown sugar oatmeal nonsugary cereal like cheerio,direct,1
hygiene product flashlight battery,direct,1
babygirl jacket clothing shoe boot baby food blanket age,direct,1
donate clothing nonperishable food baby supply hygiene product toysrecreation,direct,1
willing donate time food supply needed,direct,1
assist distributing supply food need,direct,1
wife teenage child skilled particular trade whatever help yearold take care pet wife yearold daughter help child care help debris removal task delivering foodwater elderly yearold motherinlaw life high rise pitt street,direct,1
bring canned good needed,direct,1
like volunteer help cleanup effort ie street park water etc,direct,1
help sorting distribution clothes water etc,direct,1
cook meal need relief worker help pack meal deliver help deliver available weekend volunteering,direct,1
pls much ready donated pant shirt baby clothes little boy girl clothes sneaker jacket toy baby bottle unopened formula,direct,1
skill hairstylist however help cleaning damage rebuilding handing water warm clothing blanket also cook help prepare food thanks let know,direct,1
nonperishable pet food well hygiene product water baby supply,direct,1
would like bring clothing also nonperishable item,direct,1
need baby supply cleaning supply blanket food,direct,1
help w food anything cleaning,direct,1
small dining room table blanket non perishable food toy,direct,1
experience soup kitchen coordinator preparation care package toilety kit handing food supply billingual englishspanish,direct,1
chino warrior delivered food storm got good tip sandy,direct,1
ok hopefully nt post twice church gathering bottled water donate victim hurricane still astoria dropoff location,direct,1
general contracting skill well carpentry skill many tool power tool non power tool broom shovel etc,direct,0
jacket hoodies baby formula baby bottle new nipple bottle rice cereal baby toy baby toddler towel baby clothes dried food,direct,1
another storm coming next week,direct,1
clothing light hot meal individual bulk hygiene product,direct,1
drinking everytime hear hurricane sandy east new radio alone,direct,1
hurricane storm new yorkers use excuse drink eat junk food pajama hour sandy,direct,0
total item canned bean vegetable canned stew chilies packaged turkey dog instant hydratablemicrowave mac n cheese noodle n stroganoff boxed instant oatmeal cereal misc similar packaged item,direct,1
work dental practice would happy donate toothbrush toothpaste mouthwash floss etc,direct,1
environmental analystquestionnaires future purpose university degree organize plan university degree food preparationcarrying reliable team oriented,direct,0
hello bring bag hygiene product also nonperishable food also paper product like toilet paper etc please let know needed thanks,direct,1
help handing food supply,direct,1
help cook prepare food pack organize thing,direct,1
help food distribution cooking childcare donation clothing,direct,1
serving food local rescue site deliver meal stock shelvessort item,direct,1
people lower east side need battery ice good,direct,1
hour notice bring enough hot meal feed people,direct,1
baby supply hygiene product non perishable food,direct,1
gallon bottle water candle,direct,1
non perishable food baby supply hygeine product clothing,direct,1
supposed buy storm necessity christmas decoration section battery candle wait,direct,1
electric heater donate help providing meal food helping prepare meal,direct,1
husband available help ever needed clothes people bring food coffee etc,direct,1
byebye power stocked alcohol storm,direct,1
provide glutenfree food anyone celiac disease medical related issue need,direct,1
work school program wanting possibly food drive donate relief effort sandy let know way help highest need,direct,1
winter jacket blanket towel food child clothing,direct,1
chef offer service food bank facility would provide food relief victim storm sandy,direct,1
cousin wife stuck electricity thus elevator phone cell phone service either boston help directly sure many others housing complex old need help fantastic,direct,1
cordless drill rechargeable battery wireless router brand new battery c battery blanket please let know use item bring neighborhood drop,direct,0
medical supply epi pen sleep apnea machine cpap mths old lady clothes size lady shoe sized,direct,1
would like donate turkey thanksgiving,direct,1
winter clothes blanket coat non perishable food item donate,direct,1
also love cook bring food make food distribute food dogcat experienced dogscats help pet caredog walking,direct,1
please let know also use pet food feral cat feeding recently hit car survive many can bring,direct,0
sorting packing food clothes supply etc conversational cantonese,direct,1
rockaways also need mop readytoeat food cleaning supply saturday pm,direct,1
lot toilet paper roll think bottled water shampoo woman winter coat,direct,1
would love help general particularly curious need thanksgiving week offer assistance cookingservingdelivering food anything coordinated thank,direct,0
th th set table outside surge protector people charge device sandy,direct,1
hi trying get information help neighborhood fo coop philadelphia coordinate donation collection interest collecting item clothes bottled water baby supply toiletry etc get need interest transportation may problem also interest expressed providing temporary shelter extra bedroom example interested know something like assistance provide help u give helping hand others would greatly appreciated,direct,1
childrens clothing canned food toy,direct,1
many fresh sandwich want donate uws go anywhere manhattan,direct,1
make sandwich hot meal home particular need please let know,direct,1
one flat plus box candle several size battery,direct,0
would like donate hot pizza today please let u know soon bring pizza somewhere thanks bari,direct,1
thanks callstexts everyone safe place electricity cable food alcohol prayer affected sandy,direct,1
deliverdistribute food apartment building check elderly etc,direct,1
furniturehome good clothing hygiene product nonpreishable food,direct,1
cancer patient undergoing chemotherapy displaced storm provide cancer patient undergoing chemo kit product help manage side effect nausea hair loss oral care issue would love get kit people lost much already difficult time,direct,1
donate clothes food,direct,1
work united state military academy west point prepared come feed people kitchen equipment including oven etc food please contact soon possible see come feed many people possible hot meal charge anyone,direct,1
nonperishable food men woman clothing hygiene product donate live upper east side please let know get,direct,1
general volunteering nothing skilled painting building food relief etc,direct,1
trying stock food storm alerted fact categorically like food need refrigerated,direct,1
food food distribution communication help marketing etc needed,direct,1
phone call serving food etc,direct,1
healthy senior formerly self employed bookkeeper clean food water distribution organized,direct,0
church collected large number item donated need staten island please contact asap trying organize drop aid site community center ever needed blanket baby item coat glove hat toiletry advil tylenol,direct,1
pick donate clothes glove towel blanket water,direct,1
comforter give could also give temporary shelter could also give hot meal,direct,1
bedding battery dish paper cleaning product hygiene product,direct,1
toy book clothing canned food hygiene product,direct,1
would happy aid transporting medical supply,direct,1
help collect distribute foodsupplies,direct,1
general volunteer opportunity shelter resource distro food bank etc,direct,1
coat clothing etc cat food,direct,1
resident zada elaqa received enough help id,direct,1
resident selab zada received vetan card facility,direct,1
flood affected area received watan card well aid given,direct,1
request please notice illegle institutionsand check work actionthese company illegle srso muslim aid red crecenthillah ahmar takhleeq foundition,direct,1
continue try solve problem support unicef,direct,1
help house constraction bobies suffering pneumonia disease,direct,1
help house contract baby r suf ering pneumonia deseases,direct,0
many flood chak shikarpur,direct,1
village kachipul flood done big damage crop business destroyed government still done help u,direct,1
village kachipulfloods caused lot destruction destroyed cropshouse well livelihoodit destroyed everything government helped u till,direct,1
flood caused great damage kachipul village crop house business everything destroyed still government helped u way,direct,1
flood done great damage village kachipul crop home business ended government still helped u,direct,1
village kachipul flood affected drastically flood destroys crop house belonging govt yet taken step help u,direct,1
flood done lot damage village kachipul crop home business everything gone still government provided u help,direct,1
flood ruined village kachipul crop home business destroyed government provide helpthey give watan card father,direct,1
flood done much destruction village kachipul lost house crop employment government hasnt given help till day havent get awatan card evenneither abu hasnt got,direct,1
flood devastated village kachipul much lost crop house job every thing government hasnt provided help u location vilage kachipul districtkambr shadadkot please visit city kachipul,direct,1
village kachipul effected flood lost home almost everyone lacked food accomodation government helped yet location vilage kachipul disttkambr shadadkot plz visit u city kachipul,direct,1
village name kachipul due flood lost crop job government didnot come forward help flood victim,direct,1
village kachipul flood caused lot damage crop house job everything finished government still helped u location village kachipul district kambr shahdadkot,direct,1
village kachipur flood done great damage crop home business destroyed government helped u till location village kachipul district kambarshada,direct,1
village kachipul flood deformed completely lost homescrop work government given help u locationvilage kachipul disttkambr shahdadkt,direct,1
much cost flood affectee,direct,1
people house immersedfloodedinundated completely property livestock washed away flood house kachi telling truth thank,direct,1
bodh gaya mall house home kachi mavi selab shedding lai hu went speak truth thaa banee mehr,direct,1
hum bhaiyon ny flood sy mounth pehly shadi ki te flood ny hmara sb kch tabha kr dia hmara na ghar ra hy na kch min metric ka studnt hon bhai fsc ka studnt hy hmara watan card b ni aya hy b e wja sy hm ny apni study chor di ab beghar besa,direct,1
brother got married month flood flood destroyed house metric student an brother fsc student id card due cannot continue study homeless helpless,direct,1
brother got married one month flood flood destroyed everything u homeless metric student brother fsc student also received watan card therefore given study homeless helpless,direct,1
two brother married one month floodthis flood ruined lifewe house live nothingi matric student brother fsc studentwe dont citizenship card left studiesnow homeless heipless,direct,1
need blanket vessel khaime hafiz rafiq ahmad basti fogiwala pati ghulam ali sanawan kot addu,direct,1
panel khima sir scar ninth kot adu,direct,1
want help cold,direct,1
need help cold climate,direct,1
big loss u flood wedding daughter ready take place day time everything finished flood nothing left u staying camp along child national identity card also reached whereas family number mine wife,direct,1
flood done lot damage u daughter get married day everything belonging u lost nothing remained living state camp child also received watan card spite wife family number,direct,1
issue nd installment watan card,direct,1
issue nd installment country card,direct,0
second phase watan distributed,direct,0
second installation watan card issued effected people,direct,0
name,direct,0
please help village gul khan laghari talkio khair pure nathan shah district sindhi union kandi chukhi flood loss victums government help aid plesae help sender,direct,1
poor man youngr child local government say eligible receve watan card please issue watan card cnic,direct,1
basti jam gulab pahore basti ghulam haider pahore mouza pahoran uc chachran tehkhan pur distt rahim yar khan due recent flood house completely damaged still staying tent suffering severe cold,direct,1
near house basti jam gulab pahore basti ghulam haidar pahore destroyed recent flood compensation provided till date received one quilt chief minister punjab winter making child sick,direct,1
area jam gulab pahore area ghulam haidar pahores almost house damaged due recent flood dint receive housing compensation cm punjab given one bedsheet per family nothing else given due cool weather child suffering disease,direct,1
almost house destroyed basti jam gulab pahore basti ghulam haidar pahore received compensation damage chief ministerpunjab given u one quilt onlychildren getting sick due winter,direct,1
married kid also please issue country card record showing unmarried married please help,direct,0
min basti hamed pur tehsil district rahim yari mtriculation student worked hotel gulberg salary child greatly effected flood,direct,1
minimum settlement pur tehsil district rahim yar khan punjab pakistan hamed taluq rakhta se min gulberg kam mentioned hon hon hon private student minimum metric meray percent pay lahore min aik hotel min6000 bachay hin hua h trib min mutasir flood,direct,1
town hamed pur tehsil district rahim yar khan punjab pakistan matric studenti also job rsi child weak financial side,direct,1
approx family village jam gulab pahore village ghulam haidar pahore ruined due floodhouses collapsedliving campswe one razai one family cm punjab,direct,1
village jam gulab pahore haidar pahore nearly house collapsed ruined halia flood dont house livechief minister punjab gave blanket per family nothing else got,direct,1
50houses village jam gulab pahore village ghulam haidar pahore destroyed living camp punjab minister give one blanket family,direct,1
saeed khan tahseel jamur ds rajanpur,direct,1
coplaint save child visited u basti sabqi wala po kotla mughlan teh jampur,direct,1
district jamshoro lakhra power house residential colony vacant quarter flood affected people living one taking care please something,direct,1
distrct jamshoro lakhra power house residentional colony vacant quarter flood affected people living one taking care plea somethng,direct,1
distrct jamshoro tahseel manjhand village ali aba,direct,1
village collapse whole infrastructure due flood majority people homeless need tent available,direct,1
village collapse whole infrastructure due flood majority people homeless need tent available,direct,1
village dato khan rind uc jacobabad cheek book issued ration villager issued,direct,1
sukkur desperate need tent clothes medicine even strong need powder milk,direct,1
think possibility work,direct,0
district jamshoro sindh village ali abad along indus high way road two flood relief camp situated primary school one week receiving food clean water drinking plea somethng foo,direct,1
address jamur ds rajanpur,direct,0
